invoice_id,customer_id,project_id,invoice_date,due_date,payment_date,subtotal,tax_rate,tax_amount,total,currency,status,payment_method,notes,terms
INV-000999,4888,PRJ-00743,2021-10-03,2021-12-02,,109215.89,0.08,8737.27,117953.16,USD,Draft,,Increase statement entire few recognize where one.,Net 45
INV-001000,4900,PRJ-00836,2024-04-05,2024-06-04,,73030.31,0.08,5842.42,78872.73,USD,Draft,,Realize reduce hand far.,Net 30
INV-001001,2492,PRJ-01132,2024-08-27,2024-10-26,,151021.96,0.08,12081.76,163103.72,USD,Cancelled,,,Net 15
INV-001002,2702,PRJ-00191,2024-05-09,2024-06-23,,161018.21,0.08,12881.46,173899.66999999998,USD,Sent,,,Net 60
INV-001003,2494,PRJ-00010,2021-09-12,2021-10-12,,33551.74,0.08,2684.14,36235.88,USD,Draft,,,Net 30
INV-001004,2639,PRJ-00662,2024-07-10,2024-09-08,,155501.62,0.08,12440.13,167941.75,USD,Cancelled,,,Net 30
INV-001005,2838,PRJ-00355,2022-11-26,2023-01-25,,52638.61,0.08,4211.09,56849.7,USD,Cancelled,,,Net 60
INV-001006,133,PRJ-00934,2023-11-07,2023-11-22,2023-11-12,82600.04,0.08,6608.0,89208.04,USD,Paid,Wire Transfer,,Net 60
INV-001007,1375,PRJ-00202,2023-10-03,2023-10-18,,125559.54,0.08,10044.76,135604.3,USD,Cancelled,,Simple clearly seven.,Net 15
INV-001008,4990,PRJ-00896,2023-07-20,2023-08-04,,158490.34,0.08,12679.23,171169.57,USD,Cancelled,,,Net 30
INV-001009,2008,PRJ-00398,2020-05-10,2020-07-09,,100601.69,0.08,8048.14,108649.83,USD,Sent,,,Net 45
INV-001010,2094,PRJ-00098,2024-10-21,2024-11-05,,151484.47,0.08,12118.76,163603.23,USD,Overdue,,,Net 15
INV-001011,736,PRJ-00047,2020-09-19,2020-10-19,,174900.66,0.08,13992.05,188892.71,USD,Sent,,,Net 60
INV-001012,1984,PRJ-01001,2023-01-17,2023-03-03,,135438.5,0.08,10835.08,146273.58,USD,Draft,,,Net 30
INV-001013,1097,PRJ-00923,2023-02-20,2023-03-22,2023-03-12,48666.29,0.08,3893.3,52559.590000000004,USD,Paid,Wire Transfer,Middle analysis first site item.,Net 60
INV-001014,2003,PRJ-00895,2024-09-06,2024-10-06,,53671.66,0.08,4293.73,57965.39,USD,Sent,,,Net 60
INV-001015,1140,PRJ-01191,2020-07-03,2020-09-01,,195663.61,0.08,15653.09,211316.69999999998,USD,Overdue,,Newspaper end game style just suddenly third.,Net 15
INV-001016,3674,PRJ-00789,2020-07-27,2020-09-25,,44715.51,0.08,3577.24,48292.75,USD,Cancelled,,Ever wonder around chance management measure stay.,Net 15
INV-001017,1429,PRJ-00056,2021-01-18,2021-02-02,,41119.62,0.08,3289.57,44409.19,USD,Sent,,,Net 15
INV-001018,3360,,2023-10-09,2023-11-08,,18908.51,0.08,1512.68,20421.19,USD,Draft,,,Net 30
INV-001019,2040,PRJ-00328,2022-03-17,2022-04-16,,119802.2,0.08,9584.18,129386.38,USD,Sent,,,Net 45
INV-001020,2813,PRJ-00573,2022-10-28,2022-12-27,,73498.56,0.08,5879.88,79378.44,USD,Draft,,,Net 45
INV-001021,1293,PRJ-01086,2024-08-08,2024-09-22,,114362.71,0.08,9149.02,123511.73000000001,USD,Overdue,,,Net 15
INV-001022,3134,PRJ-00156,2021-11-05,2021-12-05,,32634.3,0.08,2610.74,35245.04,USD,Sent,,,Net 15
INV-001023,656,,2020-05-30,2020-06-29,2020-07-01,25397.92,0.08,2031.83,27429.75,USD,Paid,PayPal,,Net 30
INV-001024,4945,,2021-03-20,2021-04-04,,69160.83,0.08,5532.87,74693.7,USD,Sent,,,Net 45
INV-001025,4592,PRJ-00388,2023-09-07,2023-10-07,,163571.94,0.08,13085.76,176657.7,USD,Overdue,,,Net 15
INV-001026,968,PRJ-01081,2024-11-14,2024-11-29,,103532.18,0.08,8282.57,111814.75,USD,Cancelled,,,Net 60
INV-001027,2455,PRJ-00128,2023-04-29,2023-05-29,,175358.24,0.08,14028.66,189386.9,USD,Draft,,Look better maintain expect.,Net 60
INV-001028,3816,PRJ-01179,2022-01-18,2022-02-02,,132238.11,0.08,10579.05,142817.15999999997,USD,Sent,,,Net 15
INV-001029,3127,PRJ-00057,2020-03-30,2020-05-29,,72622.55,0.08,5809.8,78432.35,USD,Draft,,,Net 60
INV-001030,2549,PRJ-00846,2021-09-17,2021-11-16,2021-11-07,40073.41,0.08,3205.87,43279.280000000006,USD,Paid,Check,,Net 60
INV-001031,4065,PRJ-00694,2020-01-16,2020-02-15,,111871.5,0.08,8949.72,120821.22,USD,Overdue,,,Net 60
INV-001032,454,PRJ-00427,2022-08-03,2022-09-17,,131119.18,0.08,10489.53,141608.71,USD,Sent,,,Net 15
INV-001033,4182,PRJ-00419,2021-08-12,2021-08-27,,82494.4,0.08,6599.55,89093.95,USD,Cancelled,,,Net 30
INV-001034,4083,PRJ-00762,2020-08-29,2020-09-28,2020-09-22,193939.77,0.08,15515.18,209454.94999999998,USD,Paid,Credit Card,,Net 60
INV-001035,4117,,2023-10-09,2023-12-08,2023-12-03,48720.15,0.08,3897.61,52617.76,USD,Paid,Check,,Net 60
INV-001036,2889,PRJ-01105,2020-02-02,2020-02-17,,77975.78,0.08,6238.06,84213.84,USD,Draft,,Key movie along wrong.,Net 60
INV-001037,971,,2022-02-03,2022-02-18,,178988.87,0.08,14319.11,193307.97999999998,USD,Overdue,,Present team decade power political military ever bag.,Net 15
INV-001038,2606,PRJ-00048,2021-09-09,2021-09-24,,180275.19,0.08,14422.02,194697.21,USD,Cancelled,,,Net 15
INV-001039,2727,PRJ-00348,2024-11-19,2025-01-18,,57934.52,0.08,4634.76,62569.28,USD,Overdue,,,Net 15
INV-001040,3422,PRJ-00719,2020-10-17,2020-11-16,2020-11-13,170333.0,0.08,13626.64,183959.64,USD,Paid,PayPal,Our set face century account national bring.,Net 15
INV-001041,3025,PRJ-00323,2021-11-09,2021-12-09,2021-12-04,117929.61,0.08,9434.37,127363.98,USD,Paid,PayPal,Environment call hour interest later.,Net 45
INV-001042,1222,PRJ-01108,2020-04-11,2020-04-26,,126737.33,0.08,10138.99,136876.32,USD,Cancelled,,Coach possible skin message shoulder line.,Net 60
INV-001043,2535,PRJ-00668,2024-10-14,2024-10-29,2024-11-01,116995.62,0.08,9359.65,126355.26999999999,USD,Paid,PayPal,,Net 15
INV-001044,3244,,2022-01-20,2022-02-19,,41023.78,0.08,3281.9,44305.68,USD,Cancelled,,,Net 45
INV-001045,4382,PRJ-00991,2020-02-07,2020-03-23,,25496.13,0.08,2039.69,27535.82,USD,Overdue,,,Net 30
INV-001046,2919,PRJ-01129,2022-02-13,2022-03-15,,175882.37,0.08,14070.59,189952.96,USD,Cancelled,,,Net 30
INV-001047,1759,,2022-07-01,2022-07-31,,198546.1,0.08,15883.69,214429.79,USD,Draft,,,Net 30
INV-001048,2862,PRJ-00024,2023-01-05,2023-02-04,,156204.54,0.08,12496.36,168700.90000000002,USD,Cancelled,,Position I heart each purpose keep partner scientist.,Net 15
INV-001049,2375,PRJ-00849,2021-01-16,2021-01-31,,110741.35,0.08,8859.31,119600.66,USD,Cancelled,,,Net 45
INV-001050,1938,PRJ-01015,2021-02-13,2021-02-28,,119377.01,0.08,9550.16,128927.17,USD,Overdue,,Fine make compare within time company.,Net 45
INV-001051,303,PRJ-00145,2024-04-03,2024-06-02,,18137.62,0.08,1451.01,19588.629999999997,USD,Draft,,,Net 15
INV-001052,3763,PRJ-01094,2020-11-11,2020-11-26,,89736.15,0.08,7178.89,96915.04,USD,Sent,,,Net 60
INV-001053,4162,PRJ-00287,2023-03-26,2023-04-25,,176504.19,0.08,14120.34,190624.53,USD,Sent,,Add site coach personal.,Net 45
INV-001054,2495,PRJ-00819,2024-06-06,2024-06-21,,22777.48,0.08,1822.2,24599.68,USD,Cancelled,,About hope guess standard necessary them.,Net 45
INV-001055,2474,PRJ-00754,2024-06-13,2024-08-12,,164241.44,0.08,13139.32,177380.76,USD,Draft,,,Net 15
INV-001056,2413,PRJ-00525,2024-02-16,2024-04-01,,131765.42,0.08,10541.23,142306.65000000002,USD,Draft,,,Net 30
INV-001057,3164,PRJ-00528,2024-05-14,2024-06-28,,171706.48,0.08,13736.52,185443.0,USD,Cancelled,,Goal difference old catch compare.,Net 30
INV-001058,607,PRJ-00470,2023-09-18,2023-10-18,,23465.35,0.08,1877.23,25342.579999999998,USD,Cancelled,,,Net 60
INV-001059,3877,PRJ-00618,2022-12-21,2023-01-05,,183344.88,0.08,14667.59,198012.47,USD,Overdue,,Single rock nice example friend go training newspaper.,Net 15
INV-001060,479,PRJ-00262,2021-06-08,2021-08-07,,17071.26,0.08,1365.7,18436.96,USD,Overdue,,,Net 45
INV-001061,580,PRJ-00597,2022-12-31,2023-01-15,,129956.25,0.08,10396.5,140352.75,USD,Overdue,,,Net 15
INV-001062,2757,PRJ-00590,2023-12-14,2024-01-28,,72675.96,0.08,5814.08,78490.04000000001,USD,Sent,,,Net 30
INV-001063,3951,PRJ-00287,2024-10-15,2024-11-29,,159689.99,0.08,12775.2,172465.19,USD,Cancelled,,,Net 15
INV-001064,903,PRJ-00886,2022-08-29,2022-10-13,,163146.58,0.08,13051.73,176198.31,USD,Cancelled,,,Net 45
INV-001065,4300,PRJ-00318,2020-11-13,2020-12-28,2021-01-02,160278.22,0.08,12822.26,173100.48,USD,Paid,PayPal,,Net 45
INV-001066,890,PRJ-00449,2022-04-14,2022-05-14,2022-05-10,183439.51,0.08,14675.16,198114.67,USD,Paid,Bank Transfer,,Net 30
INV-001067,1698,PRJ-00182,2023-06-15,2023-08-14,,26798.47,0.08,2143.88,28942.350000000002,USD,Cancelled,,,Net 60
INV-001068,2823,PRJ-00279,2023-10-17,2023-11-16,,65439.23,0.08,5235.14,70674.37000000001,USD,Overdue,,,Net 15
INV-001069,3871,PRJ-00961,2022-02-28,2022-04-29,,74508.16,0.08,5960.65,80468.81,USD,Draft,,,Net 45
INV-001070,2282,PRJ-00867,2023-09-24,2023-11-23,,132795.13,0.08,10623.61,143418.74,USD,Sent,,,Net 60
INV-001071,101,PRJ-00584,2021-12-08,2022-01-22,,187333.95,0.08,14986.72,202320.67,USD,Overdue,,,Net 30
INV-001072,1326,PRJ-00727,2021-05-28,2021-07-12,,135048.01,0.08,10803.84,145851.85,USD,Overdue,,,Net 60
INV-001073,2561,,2022-03-05,2022-04-19,,108058.57,0.08,8644.69,116703.26000000001,USD,Sent,,,Net 30
INV-001074,3257,PRJ-00430,2024-04-16,2024-06-15,,199460.26,0.08,15956.82,215417.08000000002,USD,Draft,,,Net 45
INV-001075,4036,PRJ-01184,2024-08-17,2024-10-16,,101663.93,0.08,8133.11,109797.04,USD,Draft,,,Net 45
INV-001076,2690,PRJ-00805,2024-02-04,2024-02-19,,56367.38,0.08,4509.39,60876.77,USD,Cancelled,,Dark grow decide as wish door still.,Net 60
INV-001077,3717,PRJ-00173,2023-08-01,2023-09-15,,25106.55,0.08,2008.52,27115.07,USD,Sent,,Second product number benefit.,Net 45
INV-001078,237,PRJ-00506,2022-07-25,2022-09-08,,31367.7,0.08,2509.42,33877.12,USD,Cancelled,,,Net 30
INV-001079,1105,PRJ-00831,2020-02-16,2020-04-16,,42143.41,0.08,3371.47,45514.880000000005,USD,Draft,,,Net 60
INV-001080,1480,PRJ-00883,2022-11-05,2022-12-20,,70773.98,0.08,5661.92,76435.9,USD,Sent,,,Net 60
INV-001081,756,PRJ-00157,2024-09-03,2024-11-02,2024-10-30,196337.76,0.08,15707.02,212044.78,USD,Paid,Wire Transfer,,Net 30
INV-001082,1361,PRJ-00205,2021-03-28,2021-04-12,2021-04-17,74078.81,0.08,5926.3,80005.11,USD,Paid,Credit Card,,Net 60
INV-001083,4578,PRJ-00485,2024-11-22,2024-12-07,,126918.11,0.08,10153.45,137071.56,USD,Cancelled,,,Net 30
INV-001084,204,PRJ-00837,2022-09-17,2022-10-17,,50348.87,0.08,4027.91,54376.78,USD,Overdue,,Control prove give image.,Net 15
INV-001085,4741,PRJ-00301,2020-10-05,2020-11-04,,91441.36,0.08,7315.31,98756.67,USD,Sent,,Involve better cold treat have fund bar.,Net 30
INV-001086,3361,PRJ-00041,2024-10-12,2024-12-11,,151971.08,0.08,12157.69,164128.77,USD,Overdue,,Laugh field deal international.,Net 45
INV-001087,2456,,2023-08-07,2023-10-06,2023-09-28,155129.02,0.08,12410.32,167539.34,USD,Paid,Check,Across cold fly light attack enjoy.,Net 30
INV-001088,87,PRJ-00335,2021-01-02,2021-01-17,,31325.82,0.08,2506.07,33831.89,USD,Overdue,,,Net 15
INV-001089,3730,PRJ-00607,2023-04-25,2023-05-25,,137168.9,0.08,10973.51,148142.41,USD,Cancelled,,,Net 45
INV-001090,1551,PRJ-01144,2022-12-09,2023-02-07,,36208.47,0.08,2896.68,39105.15,USD,Sent,,,Net 15
INV-001091,2235,,2023-12-16,2024-02-14,,68896.66,0.08,5511.73,74408.39,USD,Draft,,Relate staff point experience employee dinner.,Net 15
INV-001092,4684,PRJ-00440,2023-03-01,2023-03-16,2023-03-20,88386.0,0.08,7070.88,95456.88,USD,Paid,Credit Card,,Net 45
INV-001093,4505,PRJ-00955,2021-08-18,2021-10-02,2021-09-23,42233.21,0.08,3378.66,45611.869999999995,USD,Paid,Check,,Net 30
INV-001094,1475,PRJ-00607,2020-09-30,2020-11-14,,78334.19,0.08,6266.74,84600.93000000001,USD,Cancelled,,,Net 30
INV-001095,1177,PRJ-01075,2021-09-16,2021-10-01,,129299.85,0.08,10343.99,139643.84,USD,Overdue,,,Net 15
INV-001096,4495,PRJ-01118,2022-08-11,2022-08-26,,115260.22,0.08,9220.82,124481.04000000001,USD,Draft,,,Net 45
INV-001097,4659,PRJ-00937,2022-11-27,2023-01-11,,197375.33,0.08,15790.03,213165.36,USD,Cancelled,,Less significant certain open land investment left.,Net 30
INV-001098,1729,PRJ-01112,2024-09-01,2024-10-01,,74643.06,0.08,5971.44,80614.5,USD,Cancelled,,Eat avoid drive significant.,Net 45
INV-001099,2244,PRJ-01115,2020-07-29,2020-09-27,,100181.13,0.08,8014.49,108195.62000000001,USD,Cancelled,,,Net 30
INV-001100,1904,PRJ-00215,2024-06-30,2024-07-15,,124361.95,0.08,9948.96,134310.91,USD,Overdue,,Finally join central during these owner.,Net 60
INV-001101,2304,PRJ-01068,2020-01-17,2020-02-16,2020-02-18,178188.66,0.08,14255.09,192443.75,USD,Paid,Check,,Net 30
INV-001102,4180,PRJ-00915,2023-03-21,2023-04-05,,198829.53,0.08,15906.36,214735.89,USD,Cancelled,,Painting whether thing.,Net 60
INV-001103,3736,PRJ-00068,2023-01-12,2023-02-26,,195641.09,0.08,15651.29,211292.38,USD,Cancelled,,Song thus recent enter exactly every short.,Net 45
INV-001104,145,PRJ-00897,2020-01-08,2020-01-23,,129088.22,0.08,10327.06,139415.28,USD,Sent,,,Net 15
INV-001105,438,PRJ-00531,2021-09-10,2021-11-09,,157939.99,0.08,12635.2,170575.19,USD,Overdue,,,Net 30
INV-001106,157,,2021-03-14,2021-04-28,,163677.77,0.08,13094.22,176771.99,USD,Overdue,,,Net 15
INV-001107,2097,PRJ-00187,2020-09-13,2020-10-13,,129773.41,0.08,10381.87,140155.28,USD,Cancelled,,Series remain assume pretty film there within we.,Net 60
INV-001108,3658,PRJ-00533,2023-12-29,2024-01-13,,168031.03,0.08,13442.48,181473.51,USD,Cancelled,,Total center seem around officer cold.,Net 30
INV-001109,3403,PRJ-00654,2023-08-05,2023-08-20,2023-08-11,28030.33,0.08,2242.43,30272.760000000002,USD,Paid,Bank Transfer,,Net 30
INV-001110,755,PRJ-00341,2024-01-31,2024-02-15,,135101.94,0.08,10808.16,145910.1,USD,Cancelled,,,Net 60
INV-001111,573,PRJ-00317,2021-05-31,2021-06-15,,190794.36,0.08,15263.55,206057.90999999997,USD,Cancelled,,Middle he particularly full bar team.,Net 45
INV-001112,1896,PRJ-00972,2023-06-24,2023-07-24,,7343.81,0.08,587.5,7931.31,USD,Cancelled,,,Net 60
INV-001113,2617,PRJ-00989,2024-11-13,2024-12-13,,106340.13,0.08,8507.21,114847.34,USD,Draft,,,Net 45
INV-001114,4528,PRJ-00741,2021-04-21,2021-06-20,2021-06-21,42882.8,0.08,3430.62,46313.420000000006,USD,Paid,PayPal,State world hope prepare area.,Net 45
INV-001115,1854,PRJ-00819,2023-07-13,2023-08-27,,87300.81,0.08,6984.06,94284.87,USD,Draft,,Professor Mrs itself executive.,Net 45
INV-001116,69,PRJ-01067,2022-11-29,2023-01-13,,138436.59,0.08,11074.93,149511.52,USD,Draft,,,Net 60
INV-001117,1491,PRJ-01160,2020-02-09,2020-04-09,,30373.33,0.08,2429.87,32803.200000000004,USD,Sent,,,Net 30
INV-001118,2320,PRJ-00845,2024-07-16,2024-09-14,2024-09-12,25890.79,0.08,2071.26,27962.050000000003,USD,Paid,Check,,Net 60
INV-001119,1554,PRJ-00610,2023-12-26,2024-01-25,,9940.02,0.08,795.2,10735.220000000001,USD,Overdue,,,Net 60
INV-001120,3655,PRJ-00517,2024-09-09,2024-09-24,,188371.29,0.08,15069.7,203440.99000000002,USD,Draft,,,Net 45
INV-001121,3803,PRJ-00874,2023-07-08,2023-09-06,2023-09-02,119237.87,0.08,9539.03,128776.9,USD,Paid,PayPal,,Net 15
INV-001122,3636,PRJ-00299,2020-11-01,2020-12-16,,181024.04,0.08,14481.92,195505.96000000002,USD,Draft,,,Net 45
INV-001123,3889,PRJ-00317,2022-01-03,2022-01-18,2022-01-20,154538.62,0.08,12363.09,166901.71,USD,Paid,Bank Transfer,,Net 45
INV-001124,3720,PRJ-00122,2021-01-07,2021-02-06,,194376.89,0.08,15550.15,209927.04,USD,Cancelled,,,Net 15
INV-001125,2384,PRJ-00491,2022-02-18,2022-04-19,2022-04-19,25133.24,0.08,2010.66,27143.9,USD,Paid,Wire Transfer,,Net 15
INV-001126,4848,PRJ-00074,2022-08-17,2022-09-01,2022-08-23,146895.69,0.08,11751.66,158647.35,USD,Paid,Check,,Net 60
INV-001127,2754,PRJ-00297,2023-10-25,2023-11-24,,163561.27,0.08,13084.9,176646.16999999998,USD,Overdue,,,Net 60
INV-001128,3355,PRJ-00624,2021-08-02,2021-08-17,,104753.98,0.08,8380.32,113134.29999999999,USD,Sent,,,Net 15
INV-001129,3268,PRJ-00883,2021-09-18,2021-11-02,,29453.72,0.08,2356.3,31810.02,USD,Overdue,,Pressure station along travel build defense.,Net 30
INV-001130,1736,PRJ-01121,2020-01-02,2020-01-17,2020-01-17,195049.37,0.08,15603.95,210653.32,USD,Paid,Wire Transfer,Director collection air near.,Net 60
INV-001131,2981,PRJ-00954,2021-01-05,2021-02-04,,112248.88,0.08,8979.91,121228.79000000001,USD,Cancelled,,,Net 45
INV-001132,938,PRJ-00951,2022-12-25,2023-02-23,,41055.96,0.08,3284.48,44340.44,USD,Sent,,,Net 30
INV-001133,3220,PRJ-01001,2022-11-13,2022-11-28,,157727.47,0.08,12618.2,170345.67,USD,Cancelled,,,Net 15
INV-001134,4565,PRJ-00991,2021-05-15,2021-05-30,,176341.86,0.08,14107.35,190449.21,USD,Overdue,,Generation stay official investment admit think less.,Net 45
INV-001135,596,PRJ-00539,2023-04-09,2023-06-08,,15130.06,0.08,1210.4,16340.46,USD,Cancelled,,,Net 30
INV-001136,4801,PRJ-00456,2023-07-04,2023-09-02,,179580.68,0.08,14366.45,193947.13,USD,Sent,,,Net 15
INV-001137,1371,PRJ-01046,2020-12-10,2020-12-25,,158012.19,0.08,12640.98,170653.17,USD,Draft,,,Net 45
INV-001138,3980,PRJ-00087,2023-03-01,2023-04-30,,100556.13,0.08,8044.49,108600.62000000001,USD,Sent,,,Net 60
INV-001139,3173,PRJ-00139,2023-02-05,2023-04-06,,78002.87,0.08,6240.23,84243.09999999999,USD,Overdue,,Many factor wait nearly better how.,Net 60
INV-001140,207,PRJ-00355,2020-08-01,2020-09-30,,63830.73,0.08,5106.46,68937.19,USD,Cancelled,,,Net 30
INV-001141,4461,PRJ-00907,2024-05-15,2024-06-29,2024-06-26,164654.68,0.08,13172.37,177827.05,USD,Paid,Credit Card,,Net 30
INV-001142,1742,PRJ-00076,2022-12-17,2023-01-01,,62137.2,0.08,4970.98,67108.18,USD,Overdue,,Option service pull against offer of.,Net 45
INV-001143,621,,2021-04-05,2021-05-05,,176098.14,0.08,14087.85,190185.99000000002,USD,Draft,,,Net 30
INV-001144,2431,PRJ-00132,2020-10-26,2020-11-25,2020-11-21,78437.38,0.08,6274.99,84712.37000000001,USD,Paid,Check,,Net 45
INV-001145,3679,PRJ-00894,2022-10-18,2022-11-17,2022-11-07,116092.26,0.08,9287.38,125379.64,USD,Paid,Wire Transfer,,Net 30
INV-001146,2601,PRJ-01039,2023-08-09,2023-09-23,,143232.99,0.08,11458.64,154691.63,USD,Sent,,,Net 45
INV-001147,4857,PRJ-00926,2024-01-19,2024-02-18,,170668.5,0.08,13653.48,184321.98,USD,Overdue,,,Net 15
INV-001148,681,PRJ-00309,2024-07-24,2024-09-07,,132351.27,0.08,10588.1,142939.37,USD,Overdue,,,Net 45
INV-001149,3966,PRJ-00785,2023-08-27,2023-09-26,,52978.66,0.08,4238.29,57216.950000000004,USD,Draft,,Picture bad low skin.,Net 15
INV-001150,4921,PRJ-00243,2024-04-23,2024-06-22,,10986.15,0.08,878.89,11865.039999999999,USD,Cancelled,,,Net 15
INV-001151,3411,PRJ-01082,2022-05-16,2022-05-31,,96212.28,0.08,7696.98,103909.26,USD,Sent,,I arrive material either including seat son.,Net 60
INV-001152,3240,,2022-02-18,2022-04-04,,36798.37,0.08,2943.87,39742.240000000005,USD,Sent,,,Net 15
INV-001153,3507,PRJ-00564,2022-04-06,2022-05-21,,51862.51,0.08,4149.0,56011.51,USD,Cancelled,,,Net 45
INV-001154,2437,PRJ-00952,2022-07-07,2022-08-06,,59273.37,0.08,4741.87,64015.240000000005,USD,Overdue,,,Net 30
INV-001155,4544,PRJ-01194,2022-03-27,2022-04-26,,133864.98,0.08,10709.2,144574.18000000002,USD,Draft,,,Net 30
INV-001156,1376,PRJ-00990,2020-09-08,2020-10-08,,76597.59,0.08,6127.81,82725.4,USD,Cancelled,,Environment best section wife none.,Net 60
INV-001157,4373,PRJ-00659,2024-05-11,2024-05-26,,79004.2,0.08,6320.34,85324.54,USD,Draft,,,Net 15
INV-001158,29,PRJ-01078,2020-07-13,2020-09-11,,74000.65,0.08,5920.05,79920.7,USD,Draft,,,Net 15
INV-001159,1949,PRJ-00758,2022-11-14,2022-11-29,,161296.52,0.08,12903.72,174200.24,USD,Cancelled,,,Net 15
INV-001160,3408,PRJ-00061,2021-07-31,2021-09-14,,87562.89,0.08,7005.03,94567.92,USD,Overdue,,,Net 30
INV-001161,860,PRJ-00894,2024-02-22,2024-03-08,2024-03-04,12829.41,0.08,1026.35,13855.76,USD,Paid,Wire Transfer,,Net 15
INV-001162,3483,PRJ-00480,2020-06-17,2020-08-16,,108275.12,0.08,8662.01,116937.12999999999,USD,Sent,,,Net 15
INV-001163,110,PRJ-01023,2020-08-16,2020-10-15,,37932.96,0.08,3034.64,40967.6,USD,Draft,,,Net 60
INV-001164,1622,PRJ-00226,2021-07-29,2021-09-27,,69442.08,0.08,5555.37,74997.45,USD,Overdue,,,Net 15
INV-001165,2211,PRJ-00378,2024-02-27,2024-03-13,2024-03-18,68693.56,0.08,5495.48,74189.04,USD,Paid,Credit Card,,Net 30
INV-001166,1604,PRJ-00165,2024-07-15,2024-09-13,,181687.45,0.08,14535.0,196222.45,USD,Sent,,,Net 45
INV-001167,2684,PRJ-00748,2022-03-31,2022-04-15,,132265.67,0.08,10581.25,142846.92,USD,Draft,,Memory partner remain still sound practice catch.,Net 60
INV-001168,4334,PRJ-00117,2024-12-03,2025-01-17,,186429.82,0.08,14914.39,201344.21000000002,USD,Cancelled,,,Net 45
INV-001169,1184,PRJ-00728,2022-03-20,2022-05-04,,134451.18,0.08,10756.09,145207.27,USD,Sent,,,Net 45
INV-001170,2395,PRJ-00432,2023-12-15,2024-01-14,,130766.23,0.08,10461.3,141227.53,USD,Draft,,Difficult support action play Mrs Mrs.,Net 45
INV-001171,1632,PRJ-00289,2024-07-07,2024-08-21,,105494.55,0.08,8439.56,113934.11,USD,Sent,,,Net 15
INV-001172,1787,PRJ-00150,2024-03-12,2024-04-11,,31341.02,0.08,2507.28,33848.3,USD,Overdue,,Show consumer fine bag street.,Net 15
INV-001173,2092,PRJ-00991,2020-01-06,2020-02-20,,63130.08,0.08,5050.41,68180.49,USD,Sent,,,Net 15
INV-001174,992,PRJ-00912,2020-03-17,2020-04-01,,162407.89,0.08,12992.63,175400.52000000002,USD,Cancelled,,,Net 60
INV-001175,3937,PRJ-00696,2020-10-26,2020-11-25,,197499.27,0.08,15799.94,213299.21,USD,Sent,,,Net 30
INV-001176,1435,PRJ-00943,2021-02-16,2021-04-02,,47725.32,0.08,3818.03,51543.35,USD,Draft,,Sport same give believe option red.,Net 15
INV-001177,4157,PRJ-00094,2023-12-04,2024-01-03,,43569.09,0.08,3485.53,47054.619999999995,USD,Overdue,,Dark social network through rest.,Net 30
INV-001178,3209,PRJ-00669,2023-10-12,2023-10-27,2023-10-18,87208.75,0.08,6976.7,94185.45,USD,Paid,Bank Transfer,,Net 45
INV-001179,799,PRJ-00231,2020-06-17,2020-08-16,,51080.96,0.08,4086.48,55167.44,USD,Overdue,,,Net 45
INV-001180,2899,PRJ-00924,2021-09-14,2021-10-14,,85438.37,0.08,6835.07,92273.44,USD,Sent,,,Net 30
INV-001181,106,PRJ-00258,2020-05-09,2020-07-08,,157953.14,0.08,12636.25,170589.39,USD,Draft,,,Net 30
INV-001182,1529,PRJ-00823,2021-12-06,2022-01-05,,188886.28,0.08,15110.9,203997.18,USD,Overdue,,,Net 60
INV-001183,214,PRJ-00620,2023-12-04,2023-12-19,,8169.79,0.08,653.58,8823.37,USD,Overdue,,,Net 15
INV-001184,31,PRJ-01165,2024-07-28,2024-08-27,2024-08-17,123048.81,0.08,9843.9,132892.71,USD,Paid,Wire Transfer,Local kind floor carry seem grow usually security.,Net 60
INV-001185,2884,PRJ-01142,2022-05-13,2022-06-27,2022-06-28,128169.21,0.08,10253.54,138422.75,USD,Paid,Wire Transfer,Fact ever hear sing adult wind prove.,Net 15
INV-001186,3619,,2022-08-20,2022-09-04,,48330.52,0.08,3866.44,52196.96,USD,Cancelled,,,Net 45
INV-001187,2443,PRJ-00342,2020-12-30,2021-01-14,2021-01-10,46343.52,0.08,3707.48,50051.0,USD,Paid,Bank Transfer,,Net 30
INV-001188,1837,PRJ-00126,2020-01-16,2020-01-31,,61417.33,0.08,4913.39,66330.72,USD,Sent,,,Net 60
INV-001189,12,PRJ-00265,2021-02-16,2021-03-18,,138091.54,0.08,11047.32,149138.86000000002,USD,Cancelled,,,Net 60
INV-001190,1497,,2022-03-15,2022-03-30,2022-03-24,155108.61,0.08,12408.69,167517.3,USD,Paid,Credit Card,,Net 30
INV-001191,2668,PRJ-00434,2021-11-16,2021-12-01,,104731.21,0.08,8378.5,113109.71,USD,Overdue,,,Net 30
INV-001192,1826,PRJ-00240,2024-03-08,2024-04-22,,52148.69,0.08,4171.9,56320.590000000004,USD,Overdue,,,Net 30
INV-001193,4043,PRJ-00015,2023-03-24,2023-05-08,2023-05-11,49454.59,0.08,3956.37,53410.96,USD,Paid,Bank Transfer,Security type light.,Net 60
INV-001194,1936,,2022-01-01,2022-03-02,,79480.92,0.08,6358.47,85839.39,USD,Sent,,Either receive voice yeah authority offer available speech.,Net 30
